id	lastName	givenName1	givenName2	dateOfBirth	sex	countryOfCitizenship	isAlive	nominalLocality	nominalPostcode	recordDate
p8j-ia8	WOOLDRIDGE	WILBER	JEWELL	1970-09-18	M	Australia	Y	Quedjinup	6281	2013-08-13
nmo-cuy	DEVOE	VIRGINIA	TRICIA	1948-10-25	F	Japan	N	Japan		2013-12-18
bbi-f8z	TALBOT	ESTER	MAUREEN	1969-10-20	F	Australia	Y	Puckapunyal	3662	2001-10-23
jts-7j9	CENTERS	FRANCISCO	ANDREAS	1979-07-16	M	Australia	Y	She Oaks	3331	2015-05-08
oov-hod	SALYER	HELENA	MIRNA	1957-04-26	F	Ethiopia	Y	Ethiopia		2006-08-09
6x4-9ao	STURGES	CYNTHIA	LASHONDA	1958-06-25	F	Indonesia	Y	Indonesia		2006-05-26
njc-82s	BROWNELL	MARK	CODY	1954-04-27	M	Australia	Y	Good Hope	2582	2015-03-16
7t6-do0	WOJCIK	CATHRINE	INA	1946-04-06	F	Australia	Y	Vectis	3401	2009-08-10
bxf-5ep	BARTLEY	FERNE	BRENNA	1955-06-08	F	Australia	Y	Glenfield (WA)	6532	2007-11-22
qg5-bm3	HEWLETT	ETHAN	JOEY	1965-01-27	M	Australia	Y	Everton	3678	2016-01-02
6pq-ki4	ROLL	WILLIE	TONEY	1963-02-02	M	Australia	Y	New Residence	5333	2017-01-06
jyz-0c3	LOWDER	DIEGO	TORY	2007-10-15	M	Australia	Y	Condon	4815	2016-06-01
fw4-gdr	ALBERTS	DAVIDA	MARLYS	1956-01-11	F	Australia	Y	Hopetoun (WA)	6348	1998-10-02
c4n-im7	KROUSE	ERICH	JEREMIAH	1957-05-24	M	Australia	Y	Kensington (NSW)	2033	2003-04-28
puo-e9h	MCCURRY	OLIN	GARRET	1999-07-05	M	Australia	Y	Miles	4415	2006-04-23
eeh-vmq	KOHN	ELBERT	JOAN	1978-03-11	M	Great Britain	Y	Great Britain		2009-09-15
bwi-iwf	WHISENANT	REGINA	NELL	1994-03-06	F	Australia	Y	Medway	2577	2009-05-08
kp6-96i	OREILLY	MARGARITO	VINCENT	1965-03-20	M	Australia	Y	Primbee	2502	2009-07-03
efi-2x2	BARGE	TENA	KYLA	1954-05-28	F	Australia	Y	Lalor	3075	2017-03-09
sou-bq4	MCLAUGHLIN	LATISHA	LIANE	1943-05-15	F	Malaysia	N	Malaysia		2005-06-27
xjt-66x	BOUDREAU	JAIME	MICKEY	1931-08-27	M	Australia	Y	Linley Point	2066	1998-04-23
nf2-ko3	FEATHERS	JANELL	ELNORA	1944-05-12	F	Australia	Y	Mango Hill	4509	2001-07-11
oxi-8kx	FLEET	HARRIS	SHANE	1986-04-06	M	Haiti	Y	Haiti		2017-09-12
a2b-5vo	ZIMMER	DALE	NOE	1995-07-26	M	Australia	Y	Labertouche	3816	2000-07-15
ji8-4ne	EARP	VINCENZO	WILLARD	1934-08-24	M	Australia	N	Donvale	3111	2003-11-16
pp6-m00	HAMMEL	DANNY	BRITT	1955-12-22	M	Australia	Y	Williamstown (Vic.)	3016	2008-01-10
f8z-o6s	CROOKS	DARA	SHELLY	1951-03-04	F	Vietnam	N	Vietnam		1998-08-09
o35-s8p	DEFREITAS	MIMI	ZORAIDA	1951-09-13	F	Argentina	Y	Argentina		2013-08-14
hx3-gg9	SAUERS	SHELLY	MARNIE	1952-03-10	F	New Zealand	Y	New Zealand		2002-01-04
vau-b2u	SANDERS	JAKE	CRISTOPHER	1982-02-20	M	Canada	Y	Canada		2016-10-25
woh-fgp	HYDE	VICKEY	CATHIE	2005-09-18	F	Australia	Y	West Melbourne	3003	2017-06-19
7hi-byz	DAUGHERTY	LYNDON	SYDNEY	1988-05-06	M	Australia	Y	Lysterfield	3156	2015-11-05
32s-2kd	HENNESSEY	SELMA	STEPHINE	1957-07-13	F	Great Britain	Y	Great Britain		2010-02-21
k6o-n7a	GIPSON	NILSA	CORRINE	1981-10-28	F	Australia	Y	Concord West	2138	2013-06-16
ji8-y7p	TRAN	MELINDA	ASHLIE	1961-04-22	F	Australia	Y	Deepwater (Qld)	4674	2005-04-23
kzv-qax	ISHMAEL	FONDA	JANNIE	1948-06-22	F	Australia	Y	Boisdale	3860	1998-02-27
pey-8fe	BALLANCE	CHRISTI	KAITLYN	1942-10-25	F	Ghana	N	Ghana		2009-02-12
p7y-x3k	BUDD	KERMIT	THOMAS	1996-06-23	M	Australia	Y	Streaky Bay	5680	2012-07-20
pnx-4j2	DEANGELO	IAN	SPENCER	1989-06-27	M	Australia	N	Llandilo	2747	2008-02-19
gfg-h3p	MILEY	ROSIE	CONSTANCE	1957-05-06	F	Australia	Y	Bardon	4065	2016-10-05
7jt-qb0	RAIMONDI	STANTON	LAWERENCE	1978-06-07	M	Australia	Y	Kingsgrove	2208	2004-05-04
p7q-fcd	STAMPS	JUNIOR	WES	1941-03-22	M	Eritrea	Y	Eritrea		2008-11-15
ixc-t9o	HALPIN	MYRTIS	SHALONDA	2004-05-01	F	Australia	Y	Shenton Park	6008	2011-05-08
fj9-0m0	TRUELOVE	CHASE	ARDEN	1963-03-13	M	India	N	India		2013-02-24
zvh-h76	THILL	RODOLFO	JONATHAN	2012-11-28	M	French Guiana	Y	French Guiana		2016-07-14
8wa-jae	HASKETT	ELMO	QUINTIN	1986-11-19	M	Somalia	Y	Somalia		2010-05-02
k25-0ub	BUSH	MARTA	ANGELINA	1944-07-24	F	Australia	Y	Windsor (Vic.)	3181	2012-10-01
47c-tbp	GOLDING	AIDA	MERYL	1964-02-09	F	Australia	Y	Samford Village	4520	2003-06-17
cm4-95j	BARRAS	LASHANDA	RENATE	1943-08-03	F	Lithuania	Y	Lithuania		2005-05-06
nyw-n4i	CAUDLE	KEISHA	JASMINE	1938-09-17	F	Gambia	Y	Gambia		2006-01-15
vr8-hg4	FUGATE	IMELDA	RAMONA	1961-07-03	F	Malta	Y	Malta		2003-07-02
ypb-4vy	WARE	ROSS	RON	1964-04-19	M	Australia	Y	East Ryde	2113	2001-07-26
98h-2tn	HILDERBRAND	DARRICK	MAXWELL	2008-06-06	M	Australia	Y	Mount Barker Springs	5251	2015-06-10
jiv-ki3	HOHMAN	STEFAN	LANCE	1965-12-23	M	Australia	Y	Castle Hill (NSW)	2154	1999-07-14
8o0-x9e	SCHWAB	PRICILLA	BERNITA	1968-11-27	F	Libya	Y	Libya		2013-07-20
jqj-p07	DIRKS	ALVINA	ASHLEY	1976-02-20	F	Australia	Y	Milsons Point	2061	2009-04-15
vfx-ek8	HODGSON	TYSON	JUSTIN	1952-05-27	M	Estonia	Y	Estonia		2012-05-02
qo7-96e	DUNKLEY	LASHAWN	ANNEMARIE	1944-09-18	F	Hungary	Y	Hungary		1999-04-19
gdp-tba	SNIDER	REYNALDO	ROMEO	1949-06-05	M	Australia	Y	Traralgon South	3844	2012-08-08
s68-k8k	BOGLE	RONA	LILIAN	1983-11-17	F	Australia	Y	Shalvey	2770	2014-03-20
rdy-vfg	HENDREN	DREW	GORDON	1972-08-21	M	Australia	Y	Loganlea	4131	2013-12-20
94n-vj3	BATES	DONNIE	IRENE	1999-08-14	F	Australia	Y	Plumpton (NSW)	2761	2005-01-22
dwa-xhp	HASSAN	BILLIE	BILLIE	1966-05-20	M	Jamaica	Y	Jamaica		2006-04-02
yqj-8e7	MCALLISTER	TEDDY	FERNANDO	1987-08-06	M	Australia	Y	Jandowae	4410	1998-10-15
4fp-cof	HULBERT	CHRISTIN	PATRICA	1936-09-26	F	Australia	N	Ararat	3377	1999-06-23
ibd-quo	HEMBREE	CONNIE	CURT	1989-04-15	M	Australia	Y	Port Elliot	5212	2011-04-17
zd3-got	CHEEVER	MARSHA	VALENCIA	1948-10-25	F	Australia	Y	Northcote	3070	2011-02-08
tfx-eoh	BLEDSOE	TY	VERNON	1943-04-28	M	Australia	Y	Dulwich	5065	2003-05-15
89y-uvn	TREECE	SHAWNA	INDIA	1949-11-28	F	Australia	N	Silverdale (NSW)	2752	2008-11-03
f5e-pe7	RABER	ADDIE	STEPHINE	1985-03-09	F	Australia	Y	Grasstree Hill	7017	2001-05-27
tv4-fa6	THOMASSON	THANH	IKE	1964-09-16	M	Haiti	Y	Haiti		2000-06-25
bw7-zkx	HELFRICH	DONTE	TRACY	1944-01-21	M	Australia	Y	Erskineville	2043	2004-01-10
pca-40c	DEMAIO	CHRISTAL	ASHA	1995-12-04	F	Australia	Y	Iona	3815	2005-12-10
fpn-c4o	BURBANK	WILEY	RODRIGO	1994-10-02	M	Gambia	Y	Gambia		1998-05-18
7ge-0c9	PIATT	CORDELIA	MURIEL	1988-12-11	F	Australia	Y	Green Valley (NSW)	2168	2012-04-22
90z-4ur	TIMS	CALEB	PETE	1983-02-18	M	Australia	Y	Wandi	6167	2014-11-08
np5-vat	HACKWORTH	JASPER	ELIJAH	1975-11-03	M	Ethiopia	Y	Ethiopia		2006-06-22
obn-rjt	BEARDEN	EULA	SUE	1993-09-23	F	Malawi	Y	Malawi		2005-09-13
wvy-2d9	CARMAN	DANILO	BARTON	1955-02-15	M	El Salvador	Y	El Salvador		2013-04-17
vf9-e2g	IDE	LUKE	CHUNG	1973-04-25	M	Australia	Y	Kadina	5554	2011-07-01
tt3-xwz	SEYMOUR	DELORES	CELIA	1947-02-16	F	Australia	N	Cooloola Cove	4580	2015-12-11
biv-uj8	WILD	ROWENA	GERRI	1980-04-04	F	Australia	Y	Kaoota	7150	2006-10-04
tte-o28	MIZELL	JOHNETTA	HOLLY	1945-12-04	F	Togo	N	Togo		2006-06-09
jhi-924	LENHART	MIRTA	LACEY	1941-04-13	F	Australia	Y	Heathpool	5068	2000-11-05
2xc-62m	LASKEY	JUNIOR	ULYSSES	1965-04-12	M	Bulgaria	Y	Bulgaria		2012-01-13
shd-2m4	BANNON	HENRIETTA	CLARA	1955-12-06	F	Greece	Y	Greece		1998-02-05
ruk-654	GOYETTE	THANH	ALLEN	1973-04-03	M	Poland	Y	Poland		2014-01-11
k8s-m5s	BURDINE	TERRI	HAZEL	1983-11-23	F	Cyprus	Y	Cyprus		2008-12-28
0h9-4b5	BOHAN	COLLIN	DAMION	1946-07-25	M	Australia	Y	Menora	6050	2002-05-27
56a-4ec	GRINNELL	GARFIELD	NOBLE	1985-02-02	M	Australia	Y	Heatherbrae	2324	2002-04-07
ia7-fui	BERK	DEANDRE	AURELIO	1950-03-07	M	Australia	Y	Nashua	2479	2010-12-23
uvr-tmx	PARR	NORMAND	ERWIN	1962-09-14	M	Estonia	Y	Estonia		2016-09-09
ms3-rbc	GATTIS	PHYLISS	INGRID	2001-02-09	F	Australia	Y	Smiths Beach	3922	2007-04-19
hrk-tpv	MAJEWSKI	NICHOLAS	DIRK	1959-07-11	M	Samoa	N	Samoa		2013-05-04
xyi-umb	BOWYER	ALENA	ALEJANDRA	1991-05-08	F	Australia	Y	Windaroo	4207	2016-01-14
m99-toa	HIGGINBOTHAM	GRACE	ALLYSON	1984-04-06	F	Indonesia	Y	Indonesia		2004-07-20
u4o-9ym	ISRAEL	MARCUS	ZANE	1966-07-14	M	Australia	Y	Wodonga	3690	2010-12-06
mxh-gzt	JULIEN	LESLEE	ILA	1989-10-12	F	Australia	Y	Elwood	3184	2011-07-14
zhc-rpm	RIGGINS	JEROLD	FRANCISCO	1967-04-27	M	Australia	Y	Davidson	2085	2004-04-16
irr-zr4	KEELEY	LEMUEL	ISSAC	1990-09-26	M	New Zealand	Y	New Zealand		2002-09-24
ys8-07n	TOWN	ELISHA	LEROY	2011-03-27	M	Australia	Y	Evanston Gardens	5116	2017-07-03
pow-s99	TROMBLEY	JOHNATHON	DEON	1940-03-17	M	Guatemala	Y	Guatemala		1999-10-20
i3t-3xo	ALI	TONY	ANDREA	1996-07-18	M	Australia	Y	Lumholtz	4849	2007-04-22
3mg-h9n	WILLETTE	BRIANNA	CORRINE	1950-01-12	F	Australia	N	Middlemount	4746	2016-01-11
k7d-70c	DEW	LOREN	VICENTE	1962-09-02	M	Australia	Y	Milpara	6330	1998-04-09
027-27p	LAND	DEAN	ADELIA	1951-03-12	F	Australia	Y	Toolibin	6312	2004-06-20
v9m-rrq	COURTER	MARIBETH	LESLIE	1995-10-21	F	Australia	Y	Glengowrie	5044	2009-10-11
o4q-yye	DUNFORD	FELIX	CARLO	1983-06-22	M	Australia	Y	Nairne	5252	2006-12-28
wnh-sj3	KNUTH	LOUELLA	LUCILA	1994-05-02	F	Australia	Y	Pooncarie	2648	2017-01-18
foi-p6c	SLY	ADELIA	ALLYSON	1975-09-13	F	Australia	Y	Murgheboluc	3221	2006-09-07
z86-5m8	MATTHEWS	LYNETTE	ALBINA	1945-07-11	F	Turkey	N	Turkey		2013-06-04
4j8-igc	KILLEN	MOHAMMAD	DEREK	1983-01-24	M	Australia	Y	Moffatdale	4605	2012-03-07
wzj-nnv	SHORE	MARIELA	FELECIA	1948-02-14	F	Australia	N	Ocean Grove	3226	2017-07-15
tff-k0z	MORELLO	PRISCILLA	LIBBY	1951-07-03	F	Australia	Y	Quakers Hill	2763	2007-06-07
uvg-v8h	DILLOW	LATANYA	ADRIANNE	1987-07-19	F	Liberia	Y	Liberia		2005-06-10
0vz-oa0	LEVY	JAMAL	CLAIR	1993-08-17	M	Somalia	N	Somalia		2008-11-15
bpf-shw	WALSH	JEREMY	RODGER	1986-04-24	M	Australia	Y	Springvale (Vic.)	3171	1999-02-10
b60-syp	BIGHAM	DALLAS	EDGAR	1963-12-22	M	Haiti	Y	Haiti		2015-10-06
77d-fs0	BUTERA	WANITA	ROSALIE	1979-03-11	F	Australia	Y	Jacana	3047	2011-02-19
j34-m0s	BRUMMETT	CLARK	JEREMIAH	1957-09-28	M	Australia	Y	Doonbah	2473	2002-11-11
snz-auv	ABLES	SHEENA	JOY	1943-06-18	F	Australia	N	Fairlight	2094	1998-12-15
qxr-vjz	SKELTON	ANDERSON	JIM	1968-07-22	M	Australia	N	Casterton	3311	1998-10-25
59s-2sa	PELFREY	JED	GAYLE	1967-01-27	M	Australia	Y	Risdon Vale	7016	2009-10-12
ha6-g6w	ARNETT	DIANE	BRANDEE	1973-02-24	F	Australia	Y	Bellbowrie	4070	1998-04-04
67s-8pe	CUSTER	ESTRELLA	JODI	1978-03-26	F	Australia	Y	Geurie	2820	2015-04-07
ccw-ra8	GEIST	FABIAN	DAVIS	2003-12-13	M	Honduras	Y	Honduras		2016-11-05
m2n-7pg	MAZZOLA	PAT	ILONA	2000-07-03	F	Australia	Y	Highbury (SA)	5089	2016-07-07
uaz-u0o	WILLER	KENDRICK	DARON	1986-09-27	M	Australia	Y	Wentworth Falls	2782	2009-06-02
a8o-4on	KAUR	BRANT	GERALD	1957-08-20	M	Australia	Y	Barrington (NSW)	2422	2012-04-06
yrf-ps5	KIMSEY	HERLINDA	ILIANA	1988-02-25	F	Australia	Y	Torryburn (Dungog - NSW)	2421	2016-03-10
dvz-dg8	BONTRAGER	BOB	ARTURO	1978-07-14	M	Australia	N	Kewdale	6105	2014-05-21
6zp-65v	SEIDL	NATHAN	FREDDY	1948-12-19	M	Guyana	Y	Guyana		2007-11-02
crd-szq	SHEW	KRIS	AUGUSTINE	2000-06-14	M	Brazil	Y	Brazil		2011-07-24
3kb-23h	SWENSEN	LIZBETH	BETTIE	1981-08-15	F	Australia	Y	Millbridge	6232	2013-12-21
4d6-95a	HOPP	LEE	AVIS	1990-01-19	F	Australia	Y	Murphys Creek (Qld)	4352	2004-03-19
ktf-rdd	EDDINGTON	ALYSSA	DEIRDRE	1988-01-26	F	Australia	Y	Secret Harbour	6173	2016-10-26
pgc-9pj	GILLISPIE	SON	IGNACIO	1957-01-10	M	Germany	Y	Germany		2014-02-12
95p-2hq	KEGLEY	EDGAR	DWAYNE	1956-10-05	M	Australia	Y	Cobrico	3266	2008-12-04
3i6-auy	FOGARTY	EDWIN	HILTON	1985-07-26	M	Argentina	Y	Argentina		2016-02-27
oy5-sfi	LIST	CARSON	MARCO	1953-03-25	M	Australia	Y	Bruce (ACT)	2617	2008-09-05
dr0-its	NORBY	DONTE	BRYON	1959-09-16	M	Cape Verde	Y	Cape Verde		2003-10-06
anx-2rw	WALLACE	LUCILLE	LESLI	1936-05-21	F	Australia	N	Neerim East	3831	2001-03-25
553-sqm	TRAYNOR	GARLAND	FILIBERTO	1985-08-04	M	Australia	Y	Glengarry North	3854	2002-08-18
70o-qcm	SHIVER	JOHN	GUILLERMO	1967-01-21	M	Australia	Y	Baynton (WA)	6714	2014-03-02
jz6-ztc	MARTI	CHERISE	PAULINE	1944-04-24	F	Australia	N	Tumby Bay	5605	2012-11-03
t5g-wcw	SCHROEDER	VIRGINIA	SHERYL	1992-12-12	F	Australia	Y	Kingston (Qld)	4114	2002-09-20
bi8-rxj	WORKMAN	CAROLINA	CHERISE	1954-08-17	F	Greece	Y	Greece		2008-04-17
bim-yaw	LIEN	SHASTA	SUMMER	1986-01-03	F	Australia	Y	Barrack Point	2528	2015-05-21
0ui-5yo	PENG	BROCK	RAY	1957-09-13	M	Australia	Y	Bunjil	6623	2004-12-02
34x-qap	EDEN	IMA	PRICILLA	1993-01-22	F	Malawi	Y	Malawi		2003-01-18
m5b-dh0	HAGERMAN	CHEYENNE	BETHANY	1940-03-15	F	Brazil	Y	Brazil		2005-06-20
f0n-uua	BRAGG	FAYE	KATHRINE	1983-02-02	F	Australia	Y	Sellicks Hill	5174	1998-05-05
au3-y5z	RALLS	TRENT	DUANE	1959-02-16	M	Australia	N	Leeming	6149	2004-06-09
hiw-idk	MCGUIGAN	THANH	LENNY	1953-07-02	M	Somalia	Y	Somalia		2015-02-15
9yo-i9j	ROLLO	DOROTHEA	CHAROLETTE	1946-08-24	F	Australia	N	Daisy Hill (Qld)	4127	2010-08-26
56x-euw	OBRIAN	RHODA	THEDA	1978-03-19	F	Australia	Y	Malvern (SA)	5061	2002-10-05
sdf-hc7	CASON	SANDRA	ANITRA	1986-01-12	F	Australia	Y	Lindisfarne	7015	1998-12-09
efd-xfp	SEIBER	EDGARDO	JAMISON	1989-01-22	M	Cyprus	Y	Cyprus		1999-01-24
25a-hcc	DUPLESSIS	CHERI	ROSALEE	1967-10-01	F	Cambodia	Y	Cambodia		2002-08-12
r8x-avd	PANDYA	DEL	CARL	1981-11-20	M	Australia	Y	Homebush West	2140	2006-11-07
kre-9us	LUCIER	INGA	TRISHA	1981-01-25	F	Cape Verde	Y	Cape Verde		2005-06-28
vgt-csf	WHISENHUNT	EVETTE	ERNESTINA	1971-09-12	F	Malta	Y	Malta		2015-07-22
yef-rvc	HER	ETTA	TENA	1990-10-17	F	Australia	Y	Apollo Bay (Vic.)	3233	2006-11-01
cb8-f3r	LAMONICA	JEREMIAH	EUGENIO	1988-01-17	M	Australia	Y	Forest Lake	4078	1998-10-09
jh2-jt7	LOY	DIAN	PATRICE	1983-12-05	F	Gambia	Y	Gambia		2007-11-26
x4c-kce	LEBOEUF	YASMIN	MARVA	1991-01-01	F	Australia	Y	Yendon	3352	2012-11-07
f3h-yfn	FULTON	TRINIDAD	BRANDI	1971-08-25	F	Australia	Y	Chifley (ACT)	2606	2000-04-04
soe-v47	BRAKE	AIDA	SHANA	1952-05-15	F	Australia	Y	Loganlea	4131	2005-08-23
8sw-oza	PEOPLES	SHANNA	DEANA	1971-11-08	F	Samoa	Y	Samoa		2003-08-24
rb5-rbi	THURSTON	LOTTIE	JANET	1936-07-20	F	Australia	N	Lake Macdonald	4563	1999-04-03
tr6-xmq	PEAY	HANS	ANTON	1991-08-10	M	Chile	Y	Chile		2003-09-10
o5t-3b2	WARNOCK	DIONNE	LUCIENNE	1957-02-19	F	Malawi	Y	Malawi		2010-07-05
2cs-pfd	WEGNER	REGINALD	BARRY	1936-07-09	M	Vietnam	N	Vietnam		2003-05-25
aj2-qme	STOTTS	CHRISTI	NEDRA	1957-12-06	F	South Korea	Y	South Korea		2016-09-28
h5n-mdd	ROBERT	LENORA	MARCI	1991-08-10	F	Australia	Y	West Ryde	2114	2014-02-18
hft-c37	KILEY	KENDRICK	CAROL	1931-12-01	M	Australia	Y	Nerrena	3953	1998-04-24
2pu-ous	MAUL	RICARDO	OLIVER	1948-03-03	M	Italy	N	Italy		2012-10-02
43e-bbv	JUST	JULIAN	MONROE	1941-09-13	M	Somalia	Y	Somalia		2006-10-10
xu6-bq6	TETREAULT	FANNIE	ASTRID	1994-04-21	F	Malaysia	Y	Malaysia		2011-03-10
dxq-fmc	HOLLANDER	VIOLA	MAXIE	1961-06-03	F	Australia	Y	North Fremantle	6159	2015-12-01
t8f-grn	MELTON	DONNY	HUMBERTO	1989-04-09	M	Fiji	Y	Fiji		2006-12-21
ex5-ftj	CASTLE	LUANN	MAGNOLIA	2007-09-11	F	Italy	Y	Italy		2017-01-17
60c-ojq	FINNERTY	DAN	WENDELL	1981-10-23	M	Australia	Y	Werris Creek	2341	2004-02-28
gj5-ys0	RIKER	GERI	MICHELLE	1941-09-02	F	Australia	Y	Birdwoodton	3505	2004-06-01
gyt-c7u	MATTOX	DONNIE	KEN	2000-06-12	M	Oman	Y	Oman		2008-12-09
txf-fhd	FORTIN	MALIK	DEL	1996-07-07	M	Australia	Y	Langwarrin	3910	2017-11-25
67o-emh	BLOM	ROSANNE	MABLE	1955-05-02	F	Australia	Y	Jandabup	6077	2007-03-09
sdx-fp8	DELONG	ROBERTA	ALICIA	1979-11-26	F	India	Y	India		2002-11-28
6nb-vd9	HAIRE	VONNIE	KIRSTIN	1982-03-19	F	Australia	Y	Leeuwin	6290	1998-09-25
hp6-z9r	LOPES	GALE	MILES	1956-09-26	M	Australia	Y	Orchard Hills	2748	2016-01-05
mgq-3sp	LAMPHERE	JUNG	MELODIE	1940-05-05	F	Australia	Y	Forest Lake	4078	2005-08-06
g0t-4rq	JOWERS	RASHAD	NICK	1932-10-25	M	Australia	Y	Cringila	2502	1998-02-19
jhb-s36	DEMARS	RENITA	MINNIE	1963-02-21	F	Australia	Y	Miles	4415	2013-02-07
u4t-eao	WAGER	NICKOLAS	DANIAL	1979-07-03	M	Australia	Y	Baudin	6284	2004-08-02
qt6-h80	RIBEIRO	LI	LIANA	1993-10-13	F	Australia	Y	Euleilah	4674	2009-04-02
bt7-aya	CALVERT	DELORES	DIANNA	1984-01-22	F	Oman	Y	Oman		2015-02-06
85k-xr9	GALL	SHERI	LAUREL	1971-09-25	F	Australia	Y	Dee Why	2099	2004-06-17
m2i-kc6	LUCKETT	VERDA	CAROLYN	1975-10-09	F	Australia	Y	Tolga	4882	2006-09-22
zw3-d2o	NIEMEYER	GUS	ERICK	1999-10-01	M	Australia	Y	St Marys (SA)	5042	2014-05-17
oey-qgj	GRESS	JOHNSON	TY	1946-01-04	M	Armenia	Y	Armenia		2014-02-28
iyt-uf8	WHITTIER	HUGH	OLEN	1966-12-23	M	Timor Leste	Y	Timor Leste		2015-07-20
snj-ihr	OLIVEIRA	TAMI	HATTIE	1980-01-05	F	Madagascar	Y	Madagascar		2008-01-16
aho-eby	BETHUNE	HENRIETTA	CHANTAL	1970-08-02	F	Oman	Y	Oman		2012-11-12
koe-c5r	HOLLON	RYAN	KIP	1985-03-08	M	Gabon	Y	Gabon		2006-05-22
eik-bf6	MYATT	VINCE	LESTER	1942-12-25	M	Australia	N	Fulham (SA)	5024	2010-03-21
q2d-d0j	JEAN	BRODERICK	DREW	1952-06-25	M	Eritrea	N	Eritrea		2017-01-26
097-rcp	PATTI	LYMAN	MONTE	1999-02-20	M	Australia	Y	South Melbourne	3205	2009-01-01
acz-ydv	VOSS	CRISTINE	ANNA	1965-02-11	F	Gabon	Y	Gabon		2016-08-11
ykc-7s5	ISAAC	ANNABELLE	CARIN	1988-08-26	F	Australia	Y	Yorklea	2470	2013-06-28
xt2-bru	RIDER	ELWOOD	WILBURN	1950-06-12	M	Australia	N	Lake Bunga	3909	2017-02-02
ee3-mfd	HARVILLE	DARLINE	MYRTLE	1979-02-27	F	Armenia	Y	Armenia		2010-09-13
88m-ga2	RENNER	CAMERON	NATHANAEL	1951-04-13	M	Australia	Y	Ashgrove	4060	2006-01-13
ahe-ei2	CULPEPPER	KELVIN	VANCE	2002-03-22	M	Singapore	Y	Singapore		2013-02-27
trq-kr5	HARVELL	ZACKARY	STACY	1955-11-17	M	Gambia	Y	Gambia		2017-04-16
urz-aqc	HAUGEN	COLBY	BENITO	1987-02-14	M	Austria	Y	Austria		1999-04-24
nxd-v09	MCCARLEY	JULIETA	RENEA	1970-01-03	F	Chad	Y	Chad		2001-05-02
qvj-z7p	FLORA	MARTHA	CARMAN	1995-06-13	F	Liberia	Y	Liberia		2005-08-08
nyd-d5g	CLAUSSEN	CHARLINE	ANGLEA	2005-03-03	F	French Guiana	Y	French Guiana		2011-06-12
45w-8ps	CALVERT	JEREMIAH	TIM	1950-11-02	M	Australia	Y	Portland North	3305	1998-07-26
kek-8yr	CLAAR	NOELLE	LISE	1961-07-15	F	Australia	Y	Milsons Point	2061	2008-02-02
as8-6tu	STALLINGS	CARMINE	GLEN	1970-01-11	M	Laos	Y	Laos		2010-03-15
740-c7k	CHARLTON	SIGRID	REGINA	1996-01-07	F	Fiji	Y	Fiji		2013-06-08
wmi-xr0	HATMAKER	DUDLEY	OMER	1952-06-25	M	Canada	Y	Canada		2006-01-01
526-z42	KEELER	NELDA	KATHRINE	1957-06-15	F	Australia	Y	Brunswick East	3057	2002-02-28
ydx-u68	LOWRANCE	ERIC	AL	1971-10-11	M	Australia	Y	Virginia (SA)	5120	2008-08-16
vm0-9bn	PATTY	WILBURN	RODRICK	1958-12-05	M	Australia	Y	The Gap (Brisbane - Qld)	4061	1999-10-09
4ix-iz3	WENTWORTH	MODESTO	ULYSSES	1973-10-25	M	Australia	Y	Moonee Ponds	3039	2001-12-07
ftq-pvf	PARDEE	FRANCES	HELGA	1937-12-23	F	Australia	Y	Knuckey Lagoon	0828	2002-04-08
qeu-9dz	LANDES	JERRY	MERLE	1970-10-16	M	Cambodia	Y	Cambodia		2003-05-09
mhw-n6e	RIDLEY	IN	FRANKIE	1994-04-27	F	Australia	Y	Narrawong	3285	2017-11-15
geg-x2e	HOSTETTER	ROSALINA	JENNIFFER	1989-12-19	F	Australia	Y	No usual address (ACT)	9494	2011-12-01
q2x-io8	ROHAN	WILFORD	ERVIN	1989-10-25	M	Australia	Y	Tharbogang	2680	2012-02-27
me5-25e	CRUM	DONNY	REY	1939-04-07	M	Brazil	Y	Brazil		2003-08-24
xhu-zma	DONLEY	COLE	DEWAYNE	1960-01-04	M	Australia	Y	Wentworth Falls	2782	2012-05-16
deg-d37	STRAUB	MYRTICE	SANTA	1984-07-24	F	Australia	Y	Carseldine	4036	2013-12-10
ruo-6su	MULLINAX	GREGORY	GERARDO	1969-05-20	M	France	Y	France		2006-12-16
z94-vnt	CRITES	TARA	JENNIFER	1945-06-20	F	Australia	Y	Woodville Park	5011	2014-07-16
46d-y7u	FLEISCHER	DOROTHEA	FABIOLA	2000-11-26	F	Libya	Y	Libya		2011-05-17
yg2-sak	PASCHAL	LEANNA	TERRA	1946-11-12	F	Ethiopia	Y	Ethiopia		2001-12-18
wy5-unt	SCHROEDER	FRANKIE	MARCELINO	1998-07-24	M	Brazil	Y	Brazil		2007-08-16
rxo-qdm	FANCHER	JAMISON	JACOB	1942-03-18	M	Australia	N	New Farm	4005	2003-05-14
z9v-yoo	TAPLEY	RAMON	BLAINE	1954-01-17	M	Australia	N	Ellangowan (Qld)	4358	2016-08-12
bzx-n8j	THEOBALD	STEPHAN	ELMO	1960-07-03	M	Australia	Y	Woolwich	2110	2013-04-03
t0b-m7d	CORY	PAM	MARIANN	1957-02-13	F	Australia	Y	Port Kembla	2505	2010-02-21
mgv-t3p	CHIASSON	JAMMIE	AMERICA	1952-04-14	F	Vietnam	Y	Vietnam		2002-05-11
